Kota Inflasi,,,,,,,,,,,,,
,Indeks Harga Konsumen (Umum),,,,,,,,,,,,
KOTA BATAM,121.74,122.2,121.6,121.08,121.51,122.21,123.1,123.75,124.73,125.07,125.18,125.29,-
KOTA TANJUNG PINANG,127.63,129.18,127.3,126.82,127.24,126.52,126.84,128.69,129.04,130.23,129.83,129.86,-
DKI JAKARTA,123.5,123.76,123.75,123.84,124.02,124.55,125.31,126.75,126.91,126.58,127.18,127.8,-
KAB BANDUNG,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB MAJALENGKA,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB SUBANG,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA BOGOR,126.88,126.93,126.92,126.73,126.91,127.92,128.64,128.91,128.92,129.29,129.8,129.89,-
KOTA SUKABUMI,125.27,125.28,125.13,124.89,125.21,125.81,126.87,128.01,128.71,128.82,129.39,130.04,-
KOTA BANDUNG,120.67,120.61,120.6,120.58,120.73,120.93,121.55,122.01,121.77,122,122.57,123.6,-
KOTA CIREBON,130.34,130.11,129.77,129.14,129.48,129.86,130.83,132.21,132.57,132.78,133.45,134.34,-
KOTA BEKASI,124.98,125.21,125.1,123.91,124.01,124.64,125.34,125.96,126.21,126.53,127.2,128.21,-
KOTA DEPOK,125.65,126.24,125.27,124.14,124.27,125.05,126.14,127.15,127.23,127.04,127.77,128.26,-
KOTA TASIKMALAYA,127.42,127.69,127.51,127.37,127.29,127.83,129.15,129.36,129.9,130.3,131.13,131.8,-
CILACAP,-,-,-,-,-,-,-,-,-,-,-,-,-
PURWOKERTO,124.98,125.2,124.66,124.43,124.74,125.13,126.03,126.6,126.92,127.21,127.92,128.01,-
KAB WONOSOBO,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB WONOGIRI,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB REMBANG,-,-,-,-,-,-,-,-,-,-,-,-,-
KUDUS,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA SURAKARTA,119.44,118.65,117.7,117.35,117,117.73,118.57,119.33,119.62,119.66,120.23,120.98,-
KOTA SEMARANG,125.26,125.11,124.97,124.29,124.45,124.99,125.83,126.55,127.19,126.95,127.6,128.08,-
KOTA TEGAL,127.36,127.19,127.45,126.79,126.91,127.35,128.68,129.4,129.83,129.5,130.15,130.23,-
KAB GUNUNGKIDUL,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA YOGYAKARTA,126.3,126.42,126.68,126.32,126.48,126.81,127.95,128.76,129.01,129.06,129.49,130.11,-
KAB TULUNGAGUNG,-,-,-,-,-,-,-,-,-,-,-,-,-
JEMBER,128.74,128.37,127.94,126.95,126.15,126.96,127.24,128.12,128.73,128.56,129.32,130.02,-
BANYUWANGI,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB BOJONEGORO,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB GRESIK,-,-,-,-,-,-,-,-,-,-,-,-,-
SUMENEP,123.03,122.05,122.04,121.45,121.95,123.1,123.85,125.07,125.05,125.02,125.52,127.01,-
KOTA KEDIRI,124.51,124.38,123.96,123.58,123.61,124.61,125.74,126.66,127.34,127.36,127.79,128.65,-
KOTA MALANG,125.69,125.87,125.76,125.23,125.36,126.06,126.98,128.17,128.45,128.61,129.05,129.91,-
KOTA PROBOLINGGO,129.13,129.54,129.45,129.02,129.39,129.83,131.03,131.98,131.94,131.65,132.22,132.75,-
KOTA MADIUN,130.31,130.1,130.03,129.22,129.29,130.06,130.67,131.84,132.33,132.34,132.81,133.5,-
KOTA SURABAYA,124.49,124.86,125.07,124.79,124.88,125.49,126.17,127.53,128.29,127.89,128.6,129.36,-
KAB PANDEGLANG,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB LEBAK,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA TANGERANG,126.82,127.41,126.39,126.64,126.71,127.22,127.9,129.49,129.44,129.53,129.98,130.47,-
KOTA CILEGON,126.9,126.99,126.28,125.49,125.6,125.86,126.36,127.12,127.05,127.29,127.92,128.86,-
KOTA SERANG,130.84,130.34,129.33,128.73,129.11,129.42,131.03,131.93,132.1,132.36,133.03,133.46,-
KAB TABANAN,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB BADUNG,-,-,-,-,-,-,-,-,-,-,-,-,-
SINGARAJA,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA DENPASAR,127.04,127.03,127.33,127.28,127.3,128.37,129.36,129.38,129.42,129.59,129.82,130.46,-
KAB SUMBAWA,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA MATARAM,134.59,134.3,132.65,131.27,131.3,133.09,133.98,137.55,138.52,137.12,138.83,141.21,-
KOTA BIMA,133.83,133.39,132.46,132.44,132.35,133.94,134.96,136.05,136.47,137.79,139.44,141.1,-
WAINGAPU,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB TIMOR TENGAH SELATAN,-,-,-,-,-,-,-,-,-,-,-,-,-
MAUMERE,137.9,137.09,137.87,138.14,139.58,139.83,140.7,142.35,142.68,142.97,144.65,145.71,-
KAB NGADA,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA KUPANG,134.51,135.53,135.72,135.31,135.41,135.81,137.05,137.5,136.83,136.79,135.41,138.37,-
DILI,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB KETAPANG,-,-,-,-,-,-,-,-,-,-,-,-,-
SINTANG,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB KAYONG UTARA,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA PONTIANAK,132.17,133.62,132.67,132.9,132.13,133.19,134.02,136.41,137.61,135.32,135.67,137.23,-
KOTA SINGKAWANG,127.9,130.14,129.18,129.14,128.63,129.12,131,132.96,135,133.74,133.87,134.74,-
SAMPIT,128.28,128,127.66,126.44,126.48,127.91,128.64,129.39,130.01,129.97,130.18,131.31,-
KAB KAPUAS,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB SUKAMARA,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA PALANGKA RAYA,129.36,129.39,129.06,129.13,129.75,130.81,131.54,133.49,135.26,134.17,134.35,135.79,-
KAB TANAH LAUT,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTABARU,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB HULU SUNGAI TENGAH,-,-,-,-,-,-,-,-,-,-,-,-,-
TANJUNG,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA BANJARMASIN,129.78,130.82,130.83,130.53,131.2,131.84,131.88,133.9,134.13,133.33,133.96,135.4,-
KAB BERAU,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB PENAJAM PASER UTARA,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA BALIKPAPAN,129.33,129.91,130.33,130.92,131.31,133.13,135.51,135.86,135.76,135.56,135.16,135.51,-
KOTA SAMARINDA,133.3,133.33,133.72,134.23,133.85,135.31,135.91,137.79,138.51,137.47,137.43,138.22,-
TANJUNG SELOR,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB NUNUKAN,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA TARAKAN,144.13,146.03,146.28,146.01,144.35,145.16,145.74,146.4,146.48,147.4,148.65,150.92,-
KAB MINAHASA SELATAN,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB MINAHASA UTARA,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA MANADO,126.46,126.73,126.91,125.09,125,125.09,125.19,125.31,125.03,125.44,124.94,126.11,-
KOTA KOTAMOBAGU,-,-,-,-,-,-,-,-,-,-,-,-,-
LUWUK,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB MOROWALI,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB TOLI TOLI,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA PALU,130.16,131.02,131.9,129.96,130.72,130.99,132.79,135.33,132.18,131.88,132.44,134.45,-
BULUKUMBA,-,-,-,-,-,-,-,-,-,-,-,-,-
WATAMPONE,139.45,139.62,139.11,138.84,139.87,140.86,142.27,143.97,143.55,142.71,143.53,143.59,-
KAB WAJO,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB SIDENRENG RAPPANG,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB LUWU TIMUR,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA MAKASSAR,127.2,126.87,126.42,126.4,126.49,127.18,128.05,129.31,128.41,127.79,128.03,129.02,-
KOTA PARE-PARE,129.42,128.89,128.63,127.97,128.07,128.39,129.45,130.52,129.58,129.01,129.33,130.22,-
KOTA PALOPO,132.73,133.26,133.13,132.91,133.91,134.64,135.43,136.81,136.97,135.96,136.36,136.61,-
KAB KONAWE,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB KOLAKA,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA KENDARI,129.93,130.53,130.61,130.35,131.76,132.76,134.94,138.97,138.21,134.09,133.86,134.11,-
KOTA BAU-BAU,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB GORONTALO,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA GORONTALO,127.24,127.15,127.14,126.5,127.66,128.43,130.05,131.15,130.79,131.51,131.43,132.3,-
KAB MAJENE,-,-,-,-,-,-,-,-,-,-,-,-,-
MAMUJU,128.58,130.06,129.63,129.49,130.36,130.74,132.06,133.84,132.64,132.74,133.81,133.85,-
KAB MALUKU TENGAH,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA AMBON,127.16,127.21,126.62,126.73,128.84,133.69,132.09,133.18,132.65,131.76,131.31,131.87,-
KOTA TUAL,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB HALMAHERA TENGAH,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA TERNATE,126.37,126.83,127.41,128.07,128.41,129.17,130.22,130.83,130.62,129.85,130.41,132.51,-
MANOKWARI,138.19,138.05,136.64,136.56,137.01,138.51,142.05,143.86,141.95,141.39,141.11,143.12,-
KAB SORONG,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB SORONG SELATAN,-,-,-,-,-,-,-,-,-,-,-,-,-
KOTA SORONG,143.18,143.07,142.6,141.65,141.79,145.12,145.37,145.49,145.36,144.42,144.31,146.03,-
KOTA JAYAPURA,125,124.01,123.97,123.67,124.29,125.03,125.3,126.73,125.38,125.41,126.52,126.97,-
MERAUKE,-,-,-,-,-,-,-,-,-,-,-,-,-
TIMIKA,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB NABIRE,-,-,-,-,-,-,-,-,-,-,-,-,-
KAB JAYAWIJAYA,-,-,-,-,-,-,-,-,-,-,-,-,-
INDONESIA,126.29,126.46,126.05,125.66,125.81,126.5,127.35,128.54,128.89,128.74,129.18,129.91,-
